Date	Technoblade	Technothepig	StudioLORE	Derp Squad
Bar colors	#f59e9d	#c3ecb0	#ffaf6d	#689f39
Bar images	x	x	x	x
"Aug 17, 2014"	43		0	0
"Aug 18, 2014"	60		0	0
"Aug 19, 2014"	35		0	0
"Aug 20, 2014"	39		0	0
"Aug 21, 2014"	39		0	0
"Aug 22, 2014"	42		0	0
"Aug 23, 2014"	33		0	0
"Aug 24, 2014"	30		0	0
"Aug 25, 2014"	25		0	0
"Aug 26, 2014"	23		0	0
"Aug 27, 2014"	39		0	0
"Aug 28, 2014"	31		0	0
"Aug 29, 2014"	42		0	0
"Aug 30, 2014"	44		0	0
"Aug 31, 2014"	32		0	0
"Sep 01, 2014"	32		0	0
"Sep 02, 2014"	28		0	0
"Sep 03, 2014"	27		0	0
"Sep 04, 2014"	19		0	0
"Sep 05, 2014"	19		0	0
"Sep 06, 2014"	40		0	0
"Sep 07, 2014"	28		0	0
"Sep 08, 2014"	39		0	0
"Sep 09, 2014"	30		0	0
"Sep 10, 2014"	27		1	0
"Sep 11, 2014"	35		0	0
"Sep 12, 2014"	19		0	0
"Sep 13, 2014"	43		0	0
"Sep 14, 2014"	39		0	0
"Sep 15, 2014"	32		0	0
"Sep 16, 2014"	26		0	0
"Sep 17, 2014"	15		0	0
"Sep 18, 2014"	26		0	0
"Sep 19, 2014"	20		0	0
"Sep 20, 2014"	35		0	0
"Sep 21, 2014"	39		0	0
"Sep 22, 2014"	25		0	0
"Sep 23, 2014"	32		0	0
"Sep 24, 2014"	30		0	0
"Sep 25, 2014"	35		0	0
"Sep 26, 2014"	24		0	0
"Sep 27, 2014"	49		0	0
"Sep 28, 2014"	34		0	0
"Sep 29, 2014"	26		0	0
"Sep 30, 2014"	23		0	0
"Oct 01, 2014"	18		0	0
"Oct 02, 2014"	3		0	0
"Oct 03, 2014"	37		0	0
"Oct 04, 2014"	37		0	0
"Oct 05, 2014"	23		0	0
"Oct 06, 2014"	22		0	0
"Oct 07, 2014"	19		1	0
"Oct 08, 2014"	16		0	0
"Oct 09, 2014"	28		0	0
"Oct 10, 2014"	28		0	0
"Oct 11, 2014"	35		0	0
"Oct 12, 2014"	42		0	0
"Oct 13, 2014"	29		0	0
"Oct 14, 2014"	28		0	0
"Oct 15, 2014"	24		0	0
"Oct 16, 2014"	20		0	0
"Oct 17, 2014"	18		0	0
"Oct 18, 2014"	26		0	0
"Oct 19, 2014"	30		0	0
"Oct 20, 2014"	33		0	0
"Oct 21, 2014"	24		0	0
"Oct 22, 2014"	26		0	0
"Oct 23, 2014"	23		0	0
"Oct 24, 2014"	31		0	0
"Oct 25, 2014"	32		0	0
"Oct 26, 2014"	23		0	0
"Oct 27, 2014"	28		0	0
"Oct 28, 2014"	28		0	0
"Oct 29, 2014"	21		0	0
"Oct 30, 2014"	13		0	0
"Oct 31, 2014"	14		0	0
"Nov 01, 2014"	31		0	0
"Nov 02, 2014"	39		1	0
"Nov 03, 2014"	17		0	0
"Nov 04, 2014"	20		0	0
"Nov 05, 2014"	19		0	0
"Nov 06, 2014"	13		0	0
"Nov 07, 2014"	29		0	0
"Nov 08, 2014"	28		0	0
"Nov 09, 2014"	37		0	0
"Nov 10, 2014"	34		0	0
"Nov 11, 2014"	24		0	0
"Nov 12, 2014"	28		0	0
"Nov 13, 2014"	44		0	0
"Nov 14, 2014"	29		0	0
"Nov 15, 2014"	44		0	0
"Nov 16, 2014"	50		0	0
"Nov 17, 2014"	30		0	0
"Nov 18, 2014"	27		0	0
"Nov 19, 2014"	32		0	0
"Nov 20, 2014"	23		0	0
"Nov 21, 2014"	24		0	0
"Nov 22, 2014"	36		0	0
"Nov 23, 2014"	39		0	0
"Nov 24, 2014"	23		0	0
"Nov 25, 2014"	26		0	0
"Nov 26, 2014"	29		0	0
"Nov 27, 2014"	27		0	0
"Nov 28, 2014"	35		1	0
"Nov 29, 2014"	51		0	0
"Nov 30, 2014"	15		0	0
"Dec 01, 2014"	29		0	0
"Dec 02, 2014"	-8		0	0
"Dec 03, 2014"	19		0	0
"Dec 04, 2014"	27		0	0
"Dec 05, 2014"	13		0	0
"Dec 06, 2014"	25		0	0
"Dec 07, 2014"	29		0	0
"Dec 08, 2014"	30		0	0
"Dec 09, 2014"	24		0	0
"Dec 10, 2014"	28		0	0
"Dec 11, 2014"	28		0	0
"Dec 12, 2014"	23		0	0
"Dec 13, 2014"	16		0	0
"Dec 14, 2014"	60		0	0
"Dec 15, 2014"	87		0	0
"Dec 16, 2014"	56		0	0
"Dec 17, 2014"	107		0	0
"Dec 18, 2014"	148		0	0
"Dec 19, 2014"	124		0	0
"Dec 20, 2014"	127		0	0
"Dec 21, 2014"	146		0	0
"Dec 22, 2014"	81		0	0
